iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,2020-03-28,24.0,0.0,2.429,,0.0,0.0,0.584,0.0,0.059,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-03-29,91.0,67.0,9.571,2.0,2.0,0.286,2.213,1.629,0.233,0.049,0.049,0.007,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-03-30,91.0,0.0,9.571,2.0,0.0,0.286,2.213,0.0,0.233,0.049,0.0,0.007,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-03-31,91.0,0.0,9.571,2.0,0.0,0.286,2.213,0.0,0.233,0.049,0.0,0.007,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-01,91.0,0.0,9.571,2.0,0.0,0.286,2.213,0.0,0.233,0.049,0.0,0.007,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-02,91.0,0.0,9.571,2.0,0.0,0.286,2.213,0.0,0.233,0.049,0.0,0.007,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-03,91.0,0.0,9.571,2.0,0.0,0.286,2.213,0.0,0.233,0.049,0.0,0.007,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-04,91.0,0.0,9.571,2.0,0.0,0.286,2.213,0.0,0.233,0.049,0.0,0.007,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-05,274.0,183.0,26.143,5.0,3.0,0.429,6.662,4.449,0.636,0.122,0.073,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-06,274.0,0.0,26.143,5.0,0.0,0.429,6.662,0.0,0.636,0.122,0.0,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-07,274.0,0.0,26.143,5.0,0.0,0.429,6.662,0.0,0.636,0.122,0.0,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-08,274.0,0.0,26.143,5.0,0.0,0.429,6.662,0.0,0.636,0.122,0.0,0.01,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-09,274.0,0.0,26.143,5.0,0.0,0.429,6.662,0.0,0.636,0.122,0.0,0.01,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-10,274.0,0.0,26.143,5.0,0.0,0.429,6.662,0.0,0.636,0.122,0.0,0.01,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
AFG,Asia,Afghanistan,2020-04-11,274.0,0.0,26.143,5.0,0.0,0.429,6.662,0.0,0.636,0.122,0.0,0.01,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
